Возраст,Пол,Уровень образования,Профессия,Опыт работы,Зарплата,Регион
31.0,мужской,доктор наук,Водитель,4,34303.0,Москва
46.0,женский,магистр,UX-дизайнер,7,64680.0,Санкт-Петербург
21.0,мужской,среднее профессиональное,Строитель,1,12317.0,Москва
19.0,женский,магистр,Программист,20,113578.0,Санкт-Петербург
26.0,мужской,среднее общее,Программист,22,93610.0,Омск
31.0,мужской,магистр,Водитель,31,57904.0,Москва
28.0,женский,бакалавр,Инженер,34,59399.0,Санкт-Петербург
51.0,женский,среднее общее,Строитель,34,66105.0,Казань
45.0,женский,магистр,Врач,30,86767.0,Санкт-Петербург
44.0,женский,среднее общее,Строитель,10,51642.0,Новосибирск
53.0,мужской,среднее общее,,1,42198.0,Нижний Новгород
60.0,женский,среднее общее,UX-дизайнер,28,72358.0,Новосибирск
32.0,мужской,среднее общее,Инженер-программист,36,106622.0,Челябинск
29.0,женский,,Инженер-программист,4,55381.0,Нижний Новгород
41.0,мужской,среднее профессиональное,Финансовый аналитик,1,28551.0,Москва
32.0,женский,магистр,,13,59049.0,Нижний Новгород
20.0,мужской,бакалавр,Девопс инженер,13,46142.0,Новосибирск
44.0,женский,магистр,Программист,3,30219.0,Екатеринбург
35.0,мужской,среднее общее,Инженер,7,31000.0,Москва
32.0,мужской,,Учитель,30,83974.0,Москва
38.0,женский,,Бухгалтер,2,70325.0,Казань
23.0,женский,,Бухгалтер,38,87099.0,Москва
19.0,женский,,Строитель,6,70689.0,
45.0,женский,магистр,Инженер-программист,38,20128.0,Челябинск
36.0,женский,,Актер,28,137439.0,Санкт-Петербург
32.0,женский,бакалавр,,14,36264.0,Москва
37.0,женский,магистр,Маркетолог,12,65413.0,Казань
52.0,женский,,Дизайнер интерфейсов,3,77934.0,Москва
25.0,мужской,среднее общее,Маркетолог,19,31414.0,Нижний Новгород
,мужской,среднее общее,Актер,39,117328.0,Санкт-Петербург
22.0,женский,бакалавр,Водитель,32,65283.0,Екатеринбург
34.0,мужской,бакалавр,Инженер,31,151561.0,Санкт-Петербург
31.0,женский,бакалавр,Учитель,33,35370.0,Санкт-Петербург
49.0,мужской,магистр,Диджитал-маркетолог,24,37253.0,Нижний Новгород
28.0,женский,бакалавр,Системный администратор,34,79531.0,Москва
50.0,мужской,доктор наук,Строитель,14,97812.0,Нижний Новгород
55.0,мужской,среднее общее,Аналитик больших данных,26,70985.0,Москва
48.0,мужской,бакалавр,Дизайнер интерфейсов,3,60235.0,Нижний Новгород
44.0,мужской,среднее общее,Актер,1,31231.0,Казань
44.0,мужской,бакалавр,Финансовый аналитик,18,99043.0,Санкт-Петербург
26.0,мужской,бакалавр,Программист,31,41322.0,Москва
30.0,женский,среднее общее,Инженер,13,50429.0,Новосибирск
34.0,мужской,бакалавр,,33,41920.0,Челябинск
45.0,женский,доктор наук,Девопс инженер,24,83609.0,Екатеринбург
22.0,женский,среднее общее,Строитель,36,33078.0,Омск
33.0,мужской,,Программист,38,60343.0,Екатеринбург
29.0,женский,,Учитель,4,86636.0,Москва
28.0,мужской,бакалавр,Инженер,25,29429.0,Нижний Новгород
35.0,мужской,бакалавр,Маркетолог,8,62336.0,Омск
32.0,мужской,среднее общее,Учитель,3,42696.0,Санкт-Петербург
24.0,мужской,среднее общее,UX-дизайнер,20,35091.0,Екатеринбург
35.0,мужской,бакалавр,Маркетолог,23,26496.0,Москва
42.0,мужской,магистр,Бухгалтер,26,84356.0,Екатеринбург
36.0,мужской,среднее общее,Строитель,11,84061.0,Екатеринбург
52.0,женский,магистр,Программист,30,51412.0,Новосибирск
54.0,женский,,Продуктовый менеджер,33,67820.0,Санкт-Петербург
43.0,мужской,бакалавр,Инженер,21,70509.0,Москва
53.0,мужской,бакалавр,Бизнес-аналитик,21,59181.0,Санкт-Петербург
29.0,мужской,магистр,Бухгалтер,32,71889.0,Санкт-Петербург
44.0,женский,,Девопс инженер,28,83168.0,Новосибирск
42.0,мужской,магистр,Врач,23,13968.0,Новосибирск
38.0,мужской,,Инженер-программист,27,47339.0,Нижний Новгород
36.0,мужской,бакалавр,Продуктовый менеджер,16,121088.0,Екатеринбург
31.0,женский,бакалавр,Строитель,13,31000.0,Омск
44.0,женский,,Дизайнер интерфейсов,10,48065.0,Екатеринбург
52.0,женский,среднее общее,Маркетолог,9,52938.0,Новосибирск
38.0,женский,,Финансовый аналитик,36,38098.0,Москва
32.0,женский,среднее общее,Инженер,22,22522.0,Москва
25.0,мужской,доктор наук,Системный администратор,38,60835.0,Москва
28.0,женский,среднее профессиональное,Аналитик больших данных,27,51288.0,Москва
43.0,женский,бакалавр,Строитель,14,23289.0,Екатеринбург
24.0,женский,доктор наук,Диджитал-маркетолог,18,96518.0,Челябинск
29.0,женский,доктор наук,Бухгалтер,3,40701.0,Казань
49.0,мужской,магистр,Финансовый аналитик,22,95613.0,Москва
41.0,женский,бакалавр,Инженер,36,96011.0,Москва
36.0,женский,магистр,Водитель,36,82313.0,Москва
19.0,женский,среднее профессиональное,Дизайнер интерфейсов,16,26649.0,Новосибирск
47.0,женский,среднее общее,,38,28157.0,Санкт-Петербург
62.0,женский,бакалавр,Бизнес-аналитик,13,31000.0,Москва
34.0,мужской,бакалавр,,35,21124.0,Челябинск
31.0,женский,бакалавр,Врач,22,91288.0,Москва
33.0,женский,среднее профессиональное,Инженер-программист,28,12959.0,Москва
45.0,женский,среднее общее,UX-дизайнер,4,52707.0,Москва
26.0,женский,бакалавр,Инженер-программист,6,41678.0,Нижний Новгород
48.0,женский,бакалавр,Финансовый аналитик,39,76317.0,Омск
19.0,женский,бакалавр,Бизнес-аналитик,13,68471.0,Челябинск
34.0,женский,магистр,Финансовый аналитик,2,31000.0,Москва
39.0,мужской,доктор наук,Аналитик больших данных,32,66119.0,Казань
48.0,женский,,Финансовый аналитик,24,77366.0,Москва
30.0,мужской,бакалавр,Инженер,36,55806.0,Санкт-Петербург
36.0,мужской,магистр,Системный администратор,11,71646.0,Москва
43.0,женский,среднее профессиональное,Инженер,19,67967.0,Омск
18.0,женский,бакалавр,Дизайнер интерфейсов,3,14710.0,Нижний Новгород
31.0,женский,бакалавр,UX-дизайнер,5,76220.0,Санкт-Петербург
28.0,женский,магистр,Продуктовый менеджер,17,35134.0,
29.0,мужской,доктор наук,Бизнес-аналитик,8,37130.0,Москва
51.0,мужской,доктор наук,UX-дизайнер,19,59011.0,Санкт-Петербург
,мужской,магистр,Инженер-программист,22,97181.0,Екатеринбург
19.0,мужской,бакалавр,Водитель,17,81755.0,Омск
52.0,мужской,доктор наук,Инженер,13,69500.0,Челябинск
21.0,женский,бакалавр,Дизайнер интерфейсов,36,67428.0,Санкт-Петербург
54.0,женский,бакалавр,Инженер-программист,19,97655.0,Екатеринбург
48.0,женский,бакалавр,UX-дизайнер,2,109177.0,Москва
38.0,женский,магистр,Системный администратор,22,38955.0,Москва
43.0,женский,среднее общее,Продуктовый менеджер,39,64143.0,Москва
43.0,мужской,среднее общее,Строитель,22,57571.0,Москва
33.0,женский,бакалавр,Аналитик больших данных,20,85655.0,Казань
55.0,женский,бакалавр,Аналитик больших данных,19,69934.0,Омск
27.0,женский,,Продуктовый менеджер,6,64425.0,Екатеринбург
22.0,женский,среднее общее,Водитель,39,77986.0,Санкт-Петербург
28.0,мужской,,Системный администратор,34,81982.0,Москва
67.0,мужской,доктор наук,Строитель,37,43382.0,Челябинск
31.0,женский,магистр,Программист,38,29281.0,Казань
44.0,мужской,магистр,UX-дизайнер,7,79962.0,Казань
23.0,женский,среднее общее,Бизнес-аналитик,6,71691.0,Москва
34.0,женский,,Бухгалтер,21,63995.0,Москва
44.0,женский,доктор наук,Строитель,13,96446.0,Москва
32.0,мужской,бакалавр,Врач,5,33711.0,Москва
38.0,мужской,бакалавр,Бухгалтер,39,52858.0,Санкт-Петербург
32.0,мужской,доктор наук,Строитель,20,66705.0,Новосибирск
61.0,мужской,магистр,Продуктовый менеджер,3,73322.0,Санкт-Петербург
31.0,женский,магистр,Инженер-программист,16,38643.0,Москва
60.0,мужской,среднее общее,Строитель,3,34102.0,Санкт-Петербург
43.0,мужской,среднее общее,Водитель,36,53984.0,Екатеринбург
46.0,женский,доктор наук,Дизайнер интерфейсов,25,82357.0,Новосибирск
40.0,мужской,,Строитель,14,76252.0,Санкт-Петербург
,женский,бакалавр,Продуктовый менеджер,29,82761.0,Челябинск
69.0,женский,,Дизайнер интерфейсов,4,38668.0,Новосибирск
40.0,мужской,среднее общее,Врач,18,86049.0,Новосибирск
44.0,женский,бакалавр,Врач,23,74479.0,Новосибирск
48.0,мужской,доктор наук,Дизайнер интерфейсов,32,64864.0,Екатеринбург
34.0,женский,среднее профессиональное,Бизнес-аналитик,27,50279.0,Екатеринбург
21.0,женский,бакалавр,Продуктовый менеджер,4,64619.0,Омск
46.0,мужской,среднее общее,Инженер,18,100817.0,Омск
33.0,мужской,среднее общее,Водитель,15,81671.0,Москва
31.0,мужской,среднее профессиональное,Дизайнер интерфейсов,21,68135.0,Челябинск
36.0,женский,,Бухгалтер,26,78131.0,Новосибирск
37.0,женский,среднее профессиональное,Строитель,10,31000.0,Нижний Новгород
31.0,женский,доктор наук,Аналитик больших данных,16,51260.0,Москва
61.0,женский,бакалавр,UX-дизайнер,20,67337.0,
33.0,женский,среднее профессиональное,Бухгалтер,19,41794.0,Москва
20.0,женский,бакалавр,Программист,9,36030.0,Москва
34.0,мужской,среднее общее,Продуктовый менеджер,10,37650.0,Казань
23.0,женский,среднее общее,Строитель,23,95061.0,Новосибирск
32.0,мужской,бакалавр,UX-дизайнер,6,93344.0,Москва
37.0,женский,бакалавр,Аналитик больших данных,25,109367.0,Челябинск
34.0,женский,бакалавр,Финансовый аналитик,4,54096.0,Казань
41.0,женский,магистр,,18,32277.0,Новосибирск
53.0,женский,доктор наук,Строитель,1,112655.0,Москва
23.0,мужской,среднее общее,Актер,3,59955.0,Москва
28.0,мужской,среднее общее,Аналитик больших данных,30,38602.0,Челябинск
31.0,женский,среднее общее,Инженер-программист,35,48610.0,Санкт-Петербург
21.0,мужской,среднее общее,,27,85472.0,Санкт-Петербург
31.0,мужской,доктор наук,Аналитик больших данных,2,105766.0,Санкт-Петербург
38.0,женский,доктор наук,Девопс инженер,25,30732.0,Челябинск
38.0,женский,магистр,Системный администратор,34,82075.0,Санкт-Петербург
21.0,женский,магистр,Врач,6,87699.0,Москва
22.0,женский,магистр,Девопс инженер,27,74594.0,Казань
47.0,мужской,,Дизайнер интерфейсов,1,75313.0,Екатеринбург
27.0,мужской,доктор наук,Бизнес-аналитик,22,104284.0,Москва
37.0,мужской,среднее профессиональное,,1,77222.0,Москва
38.0,мужской,бакалавр,Системный администратор,10,74167.0,Екатеринбург
23.0,женский,среднее общее,,4,42021.0,Москва
31.0,женский,,Финансовый аналитик,28,58768.0,Санкт-Петербург
29.0,женский,доктор наук,Водитель,39,31000.0,Москва
51.0,мужской,среднее общее,Финансовый аналитик,31,31000.0,Екатеринбург
38.0,женский,бакалавр,Водитель,38,61469.0,Москва
50.0,женский,среднее общее,Программист,17,46272.0,Москва
51.0,женский,среднее общее,Врач,1,45643.0,Екатеринбург
38.0,женский,среднее общее,Водитель,15,64115.0,Москва
43.0,женский,бакалавр,Врач,8,62429.0,Москва
36.0,мужской,бакалавр,Диджитал-маркетолог,22,68871.0,Москва
39.0,женский,среднее общее,Инженер-программист,20,59197.0,Челябинск
61.0,мужской,,Девопс инженер,19,99645.0,Екатеринбург
45.0,женский,среднее профессиональное,Маркетолог,6,38867.0,Москва
57.0,мужской,бакалавр,Дизайнер интерфейсов,13,48240.0,Екатеринбург
25.0,женский,бакалавр,Диджитал-маркетолог,39,71941.0,Санкт-Петербург
44.0,женский,среднее общее,Бухгалтер,13,48495.0,Санкт-Петербург
55.0,женский,среднее профессиональное,Актер,25,85519.0,Москва
37.0,женский,бакалавр,,37,78155.0,Москва
64.0,мужской,,Бухгалтер,36,89210.0,Казань
30.0,мужской,,Аналитик больших данных,32,43776.0,Нижний Новгород
37.0,мужской,бакалавр,Системный администратор,18,31000.0,Екатеринбург
40.0,женский,бакалавр,Учитель,31,108545.0,Санкт-Петербург
38.0,мужской,доктор наук,Диджитал-маркетолог,4,33512.0,Нижний Новгород
29.0,женский,магистр,Бухгалтер,5,73363.0,Екатеринбург
19.0,женский,магистр,UX-дизайнер,27,124041.0,Казань
45.0,женский,,Диджитал-маркетолог,12,63922.0,Москва
36.0,мужской,бакалавр,Актер,5,27979.0,
43.0,женский,,Маркетолог,6,48642.0,Москва
50.0,женский,доктор наук,Девопс инженер,26,69863.0,Москва
46.0,женский,,Инженер,12,93980.0,Москва
35.0,женский,бакалавр,Учитель,28,99460.0,Казань
20.0,мужской,среднее профессиональное,Финансовый аналитик,22,47302.0,Санкт-Петербург
34.0,женский,бакалавр,Актер,8,52701.0,Москва
54.0,мужской,доктор наук,,15,34607.0,Москва
36.0,мужской,магистр,UX-дизайнер,1,47795.0,Москва
39.0,мужской,среднее профессиональное,Системный администратор,11,96502.0,Казань
22.0,мужской,бакалавр,Маркетолог,4,64591.0,Омск
28.0,мужской,бакалавр,Строитель,7,49783.0,Нижний Новгород
47.0,мужской,среднее профессиональное,Финансовый аналитик,4,68361.0,Москва
29.0,женский,магистр,Девопс инженер,1,32618.0,Москва
56.0,женский,бакалавр,Девопс инженер,30,21071.0,Новосибирск
29.0,мужской,среднее общее,Девопс инженер,28,90416.0,Москва
24.0,женский,бакалавр,Девопс инженер,21,46273.0,Санкт-Петербург
58.0,мужской,среднее общее,Маркетолог,14,50057.0,Санкт-Петербург
25.0,мужской,магистр,Строитель,17,31000.0,
36.0,мужской,магистр,Водитель,4,18702.0,Казань
45.0,мужской,бакалавр,Системный администратор,5,24808.0,Москва
34.0,женский,среднее общее,Инженер-программист,12,17542.0,Москва
22.0,женский,бакалавр,Строитель,18,60255.0,Москва
42.0,женский,магистр,Водитель,19,30075.0,Новосибирск
36.0,женский,бакалавр,Инженер,19,47338.0,Новосибирск
38.0,мужской,бакалавр,Бухгалтер,31,62145.0,Казань
38.0,мужской,магистр,Финансовый аналитик,18,96367.0,Казань
40.0,мужской,среднее профессиональное,Врач,23,45432.0,Нижний Новгород
36.0,мужской,бакалавр,Бизнес-аналитик,9,46672.0,Санкт-Петербург
65.0,женский,магистр,Водитель,25,92379.0,Новосибирск
19.0,женский,доктор наук,Аналитик больших данных,33,34647.0,Новосибирск
28.0,мужской,бакалавр,Диджитал-маркетолог,35,53651.0,Москва
35.0,женский,среднее общее,Строитель,1,32718.0,Санкт-Петербург
30.0,женский,бакалавр,Диджитал-маркетолог,31,74455.0,Москва
63.0,мужской,,Системный администратор,24,125276.0,Санкт-Петербург
21.0,женский,среднее профессиональное,Строитель,38,48112.0,Нижний Новгород
33.0,мужской,магистр,Инженер-программист,29,24720.0,Новосибирск
62.0,мужской,среднее профессиональное,,37,39429.0,
39.0,мужской,магистр,Бухгалтер,3,52911.0,Екатеринбург
22.0,мужской,доктор наук,Системный администратор,34,31000.0,Казань
31.0,женский,бакалавр,Продуктовый менеджер,33,46122.0,Санкт-Петербург
41.0,мужской,бакалавр,Инженер-программист,32,44460.0,Новосибирск
50.0,мужской,среднее общее,Дизайнер интерфейсов,11,84467.0,Омск
29.0,женский,бакалавр,Актер,33,74470.0,Нижний Новгород
36.0,женский,,Программист,15,28351.0,Омск
25.0,женский,,Аналитик больших данных,22,42568.0,Новосибирск
46.0,женский,доктор наук,Учитель,37,46106.0,Санкт-Петербург
37.0,мужской,бакалавр,Врач,7,31000.0,Казань
37.0,мужской,магистр,Финансовый аналитик,26,55741.0,Санкт-Петербург
24.0,женский,доктор наук,Водитель,3,58864.0,Новосибирск
28.0,женский,среднее профессиональное,Дизайнер интерфейсов,13,35463.0,Санкт-Петербург
19.0,женский,бакалавр,Девопс инженер,23,43557.0,Екатеринбург
28.0,мужской,среднее профессиональное,UX-дизайнер,33,94330.0,Екатеринбург
36.0,мужской,среднее общее,Бизнес-аналитик,39,43515.0,Москва
37.0,женский,,Строитель,23,35526.0,Новосибирск
32.0,мужской,магистр,Строитель,12,87232.0,Нижний Новгород
48.0,женский,бакалавр,Дизайнер интерфейсов,21,87624.0,Казань
42.0,женский,среднее профессиональное,Инженер,17,117438.0,Москва
53.0,мужской,бакалавр,Финансовый аналитик,17,105476.0,Челябинск
35.0,женский,бакалавр,,9,62765.0,Москва
26.0,женский,доктор наук,Аналитик больших данных,2,23787.0,Москва
45.0,мужской,среднее общее,Врач,28,79442.0,Челябинск
29.0,женский,доктор наук,Маркетолог,25,36621.0,Москва
24.0,мужской,доктор наук,Маркетолог,31,57205.0,Москва
43.0,женский,среднее профессиональное,Учитель,39,51775.0,Санкт-Петербург
30.0,женский,бакалавр,Маркетолог,28,42680.0,Москва
54.0,мужской,бакалавр,Учитель,27,19469.0,Москва
37.0,мужской,среднее общее,Бизнес-аналитик,5,37841.0,Москва
30.0,мужской,магистр,Программист,11,58955.0,
37.0,женский,доктор наук,Актер,29,41706.0,Нижний Новгород
40.0,женский,бакалавр,Бизнес-аналитик,36,94040.0,Екатеринбург
52.0,женский,доктор наук,Финансовый аналитик,25,28948.0,Екатеринбург
73.0,мужской,среднее общее,Инженер,17,72947.0,Казань
35.0,мужской,бакалавр,Девопс инженер,21,66761.0,Екатеринбург
36.0,женский,магистр,,18,53494.0,Москва
18.0,женский,бакалавр,Врач,14,71384.0,Москва
20.0,мужской,бакалавр,Водитель,37,109243.0,Москва
31.0,мужской,доктор наук,Девопс инженер,29,29420.0,Новосибирск
29.0,мужской,среднее профессиональное,Инженер-программист,39,33797.0,Казань
40.0,женский,бакалавр,Программист,5,78564.0,Москва
37.0,женский,магистр,Актер,1,19869.0,Москва
33.0,мужской,магистр,Водитель,7,111195.0,Санкт-Петербург
33.0,женский,бакалавр,Аналитик больших данных,10,64173.0,Нижний Новгород
31.0,мужской,магистр,Аналитик больших данных,19,85886.0,
31.0,мужской,доктор наук,Продуктовый менеджер,2,45802.0,Москва
26.0,мужской,бакалавр,Водитель,37,59050.0,Москва
50.0,женский,бакалавр,Аналитик больших данных,35,35149.0,Москва
40.0,женский,среднее общее,Бизнес-аналитик,34,93077.0,Новосибирск
61.0,мужской,магистр,Учитель,39,23226.0,Москва
52.0,мужской,среднее профессиональное,Водитель,27,21897.0,Казань
43.0,женский,бакалавр,Диджитал-маркетолог,22,52279.0,Новосибирск
35.0,мужской,бакалавр,Актер,22,30768.0,Москва
36.0,женский,магистр,Финансовый аналитик,21,34007.0,Челябинск
56.0,женский,бакалавр,Врач,7,52343.0,Москва
40.0,женский,среднее общее,UX-дизайнер,33,109039.0,Санкт-Петербург
35.0,женский,бакалавр,Программист,33,110430.0,Санкт-Петербург
56.0,мужской,магистр,,37,128524.0,Новосибирск
27.0,мужской,бакалавр,Бизнес-аналитик,32,54308.0,Екатеринбург
48.0,женский,среднее общее,Инженер-программист,4,30119.0,Казань
34.0,мужской,магистр,Актер,37,85190.0,Санкт-Петербург
20.0,мужской,бакалавр,Строитель,3,67370.0,Москва
37.0,женский,магистр,Программист,24,40453.0,Москва
28.0,женский,магистр,Врач,3,38447.0,Челябинск
41.0,женский,,Строитель,10,89321.0,Москва
46.0,женский,магистр,,26,91703.0,Санкт-Петербург
22.0,женский,бакалавр,Строитель,7,60071.0,Санкт-Петербург
,женский,среднее общее,Инженер-программист,30,42515.0,Новосибирск
,женский,бакалавр,Системный администратор,13,74920.0,Москва
50.0,мужской,доктор наук,Актер,32,98337.0,Санкт-Петербург
40.0,женский,среднее общее,Программист,15,122504.0,Санкт-Петербург
43.0,женский,,Дизайнер интерфейсов,22,69871.0,Новосибирск
19.0,мужской,магистр,Программист,8,92096.0,Екатеринбург
47.0,женский,магистр,Строитель,32,31917.0,Челябинск
20.0,мужской,среднее общее,Бизнес-аналитик,4,71680.0,Новосибирск
45.0,мужской,магистр,Диджитал-маркетолог,12,52237.0,Санкт-Петербург
29.0,женский,среднее профессиональное,Инженер,10,50262.0,Челябинск
20.0,женский,магистр,Инженер-программист,27,57867.0,Нижний Новгород
54.0,мужской,бакалавр,Актер,37,91816.0,Екатеринбург
40.0,мужской,среднее профессиональное,Программист,29,52989.0,Челябинск
41.0,мужской,магистр,Бизнес-аналитик,24,31000.0,Новосибирск
28.0,женский,среднее общее,Врач,28,29105.0,Омск
39.0,женский,среднее общее,Инженер,37,76739.0,Екатеринбург
35.0,женский,бакалавр,Аналитик больших данных,14,91686.0,Москва
26.0,женский,магистр,Финансовый аналитик,31,109024.0,Челябинск
42.0,женский,среднее общее,Маркетолог,18,23034.0,Новосибирск
23.0,мужской,магистр,Системный администратор,38,75909.0,Москва
37.0,женский,доктор наук,Инженер,2,71489.0,Москва
23.0,мужской,среднее профессиональное,Системный администратор,15,75356.0,Москва
35.0,мужской,,Программист,19,114131.0,Новосибирск
38.0,мужской,бакалавр,Дизайнер интерфейсов,11,60395.0,Москва
30.0,мужской,доктор наук,Продуктовый менеджер,39,77441.0,Санкт-Петербург
19.0,мужской,,Программист,5,31000.0,Нижний Новгород
34.0,женский,доктор наук,Учитель,30,56942.0,Санкт-Петербург
48.0,женский,бакалавр,Водитель,31,99399.0,Екатеринбург
36.0,женский,,Программист,16,69809.0,Москва
58.0,женский,магистр,Учитель,34,46219.0,Москва
27.0,женский,магистр,Финансовый аналитик,23,76494.0,Екатеринбург
35.0,женский,бакалавр,Аналитик больших данных,38,65876.0,Челябинск
33.0,женский,среднее общее,Инженер-программист,6,75380.0,Москва
21.0,женский,доктор наук,Аналитик больших данных,28,32231.0,Екатеринбург
69.0,женский,магистр,Дизайнер интерфейсов,30,80156.0,Екатеринбург
32.0,женский,,,9,50456.0,Челябинск
30.0,мужской,среднее профессиональное,Программист,7,47037.0,Нижний Новгород
22.0,женский,среднее общее,Бухгалтер,4,50992.0,Екатеринбург
21.0,мужской,бакалавр,Девопс инженер,37,18641.0,Новосибирск
55.0,мужской,бакалавр,Девопс инженер,7,84299.0,Екатеринбург
40.0,женский,бакалавр,Бухгалтер,37,58682.0,Санкт-Петербург
,женский,бакалавр,,27,81441.0,Москва
37.0,мужской,бакалавр,Водитель,8,83033.0,Санкт-Петербург
35.0,мужской,,Актер,16,103733.0,Омск
24.0,женский,среднее общее,Инженер,36,85355.0,Санкт-Петербург
,мужской,магистр,Актер,35,92205.0,Москва
,мужской,среднее общее,Бизнес-аналитик,27,57484.0,Санкт-Петербург
43.0,женский,бакалавр,Диджитал-маркетолог,35,46549.0,Москва
36.0,женский,среднее общее,Аналитик больших данных,38,57781.0,
39.0,мужской,бакалавр,Продуктовый менеджер,31,77209.0,Нижний Новгород
56.0,мужской,бакалавр,Аналитик больших данных,38,102368.0,Казань
31.0,женский,,Финансовый аналитик,29,73647.0,Екатеринбург
37.0,женский,бакалавр,Инженер-программист,13,54815.0,Москва
62.0,женский,бакалавр,Маркетолог,11,32404.0,Омск
48.0,женский,магистр,Финансовый аналитик,14,63039.0,Санкт-Петербург
37.0,женский,доктор наук,Программист,23,21780.0,Казань
38.0,женский,,UX-дизайнер,18,25032.0,Екатеринбург
48.0,мужской,доктор наук,Программист,11,106118.0,Новосибирск
39.0,женский,бакалавр,Маркетолог,7,81715.0,Москва
19.0,мужской,,Врач,34,62667.0,Нижний Новгород
38.0,мужской,бакалавр,Аналитик больших данных,29,40552.0,Москва
54.0,мужской,среднее профессиональное,Бухгалтер,17,63812.0,Омск
38.0,женский,магистр,Бизнес-аналитик,11,37594.0,Санкт-Петербург
20.0,женский,среднее общее,Врач,4,102949.0,Москва
44.0,женский,бакалавр,Продуктовый менеджер,28,45205.0,Москва
44.0,мужской,магистр,Инженер,16,29218.0,Челябинск
23.0,женский,доктор наук,Девопс инженер,21,56649.0,Санкт-Петербург
42.0,мужской,магистр,Продуктовый менеджер,14,32946.0,Екатеринбург
23.0,мужской,среднее общее,,1,31675.0,Омск
51.0,мужской,среднее общее,Программист,6,95200.0,
21.0,мужской,среднее общее,Врач,32,90060.0,Челябинск
33.0,женский,среднее общее,Диджитал-маркетолог,16,90475.0,Санкт-Петербург
39.0,мужской,доктор наук,Продуктовый менеджер,4,108775.0,Казань
31.0,мужской,среднее общее,Аналитик больших данных,33,40499.0,Санкт-Петербург
19.0,мужской,доктор наук,Водитель,3,34065.0,Екатеринбург
46.0,мужской,бакалавр,UX-дизайнер,1,98541.0,Новосибирск
44.0,женский,бакалавр,Инженер-программист,24,28107.0,Москва
46.0,мужской,магистр,Бухгалтер,1,64115.0,Нижний Новгород
46.0,женский,среднее профессиональное,Диджитал-маркетолог,2,80905.0,Санкт-Петербург
29.0,мужской,бакалавр,UX-дизайнер,30,60437.0,Омск
34.0,женский,среднее профессиональное,Дизайнер интерфейсов,13,68773.0,Москва
52.0,женский,среднее общее,Водитель,35,38249.0,Санкт-Петербург
39.0,женский,бакалавр,Актер,37,57867.0,Москва
32.0,мужской,среднее профессиональное,Инженер-программист,29,61833.0,Челябинск
49.0,женский,среднее профессиональное,,31,38344.0,
19.0,мужской,,Врач,5,23061.0,Санкт-Петербург
28.0,женский,,Программист,37,31000.0,Новосибирск
31.0,женский,бакалавр,Инженер-программист,23,33797.0,Москва
36.0,женский,бакалавр,Врач,1,68287.0,Санкт-Петербург
28.0,женский,магистр,UX-дизайнер,18,62215.0,Новосибирск
42.0,мужской,среднее общее,Водитель,8,74423.0,Челябинск
19.0,женский,среднее профессиональное,Инженер,22,84927.0,
31.0,женский,среднее профессиональное,Бухгалтер,16,78423.0,Новосибирск
49.0,мужской,бакалавр,,10,81638.0,Новосибирск
46.0,женский,,Бизнес-аналитик,10,26675.0,Казань
23.0,мужской,бакалавр,Финансовый аналитик,2,45725.0,Челябинск
42.0,женский,среднее общее,Водитель,32,71615.0,Санкт-Петербург
31.0,женский,бакалавр,Водитель,36,61147.0,Челябинск
30.0,мужской,бакалавр,Бизнес-аналитик,25,48423.0,Санкт-Петербург
42.0,женский,среднее общее,Дизайнер интерфейсов,13,75453.0,
37.0,женский,доктор наук,Системный администратор,38,12969.0,Санкт-Петербург
66.0,мужской,бакалавр,Актер,23,55696.0,Москва
55.0,женский,среднее профессиональное,Бухгалтер,5,108319.0,Москва
29.0,женский,бакалавр,Учитель,11,48568.0,Новосибирск
65.0,женский,бакалавр,,33,83920.0,Москва
22.0,мужской,доктор наук,Бизнес-аналитик,28,15285.0,Нижний Новгород
21.0,женский,среднее общее,Системный администратор,11,83533.0,Санкт-Петербург
36.0,мужской,бакалавр,Актер,29,123801.0,Новосибирск
34.0,женский,,Строитель,19,65665.0,Челябинск
27.0,мужской,бакалавр,Финансовый аналитик,7,33569.0,Москва
54.0,женский,бакалавр,Водитель,34,71023.0,Москва
24.0,мужской,доктор наук,Финансовый аналитик,11,70118.0,Екатеринбург
34.0,мужской,среднее общее,Строитель,1,85922.0,Москва
44.0,мужской,среднее общее,Учитель,1,81892.0,Москва
22.0,мужской,магистр,Дизайнер интерфейсов,31,79560.0,Екатеринбург
23.0,женский,среднее профессиональное,Девопс инженер,34,20114.0,Нижний Новгород
18.0,мужской,бакалавр,Продуктовый менеджер,20,94295.0,Казань
33.0,женский,бакалавр,Девопс инженер,1,75137.0,Москва
40.0,женский,магистр,Инженер-программист,4,75289.0,Москва
43.0,мужской,бакалавр,Маркетолог,21,65426.0,Санкт-Петербург
56.0,мужской,,Программист,26,58927.0,Казань
24.0,мужской,доктор наук,Бизнес-аналитик,32,19224.0,Омск
36.0,женский,бакалавр,,6,99284.0,Санкт-Петербург
49.0,женский,доктор наук,Учитель,4,49999.0,Москва
59.0,мужской,среднее общее,,17,17286.0,Санкт-Петербург
56.0,женский,бакалавр,Дизайнер интерфейсов,39,121325.0,Казань
39.0,мужской,доктор наук,Девопс инженер,32,140316.0,Нижний Новгород
